2.242083787918091;3.7999532222747803;26;4;22.75
2.327770471572876;3.8189735412597656;26;4;22.75
2.3583219051361084;3.8772339820861816;26;4;22.75
2.2681467533111572;3.9320383071899414;26;4;22.75
2.3291234970092773;3.8843252658843994;26;4;22.75
2.3012242317199707;3.896764039993286;26;4;22.75
2.3657445907592773;3.9300806522369385;26;4;22.75
2.362308979034424;3.8058383464813232;26;4;22.75
2.270641803741455;3.9092495441436768;26;4;22.75
2.3572280406951904;3.89837384223938;26;4;22.75
2.2621910572052;3.8662593364715576;26;4;22.75
2.3531694412231445;3.903879404067993;26;4;22.75
2.2768609523773193;3.840451717376709;26;4;22.75
2.2413694858551025;3.885730266571045;26;4;22.75
2.377458333969116;3.842322587966919;26;4;22.75
2.336244821548462;3.8649260997772217;26;4;22.75
2.307913064956665;3.777222156524658;26;4;22.75
2.2841835021972656;3.786327600479126;26;4;22.75
2.22251296043396;3.782310962677002;26;4;22.75
2.2372512817382812;3.7736852169036865;26;4;22.75
